;IG_80;IG_160;IG_320;IG_400;CLS_80;CLS_160;CLS_320;CLS_400;DT_80;DT_160;DT_320;DT_400
acc_x_mean;0.5195294795693814;0.4948991599838781;0.5475559204792244;0.6115743959839914;0.16199528703410224;0.18078968421157868;0.11920516446326315;0.1850200478002709;0.011582335168803066;0.007217458420957684;0.004142180609121579;0.0020053673021519763
acc_x_sma;0.45724682975910347;0.414680371672697;0.45033563784174135;0.5121183752510048;0.512771813422062;0.35937641064212694;0.3344561119338681;0.3735455028392325;0.0026119356046760502;0.0015136482662660303;0.00263599165696543;0.010645804906074289
mag_y_mean;0.42199078668354373;0.3476174255890254;0.4137238437868822;0.43565968435107205;0.004555099747721812;0.032599059156012467;0.04096828403452788;0.013872726547986191;0.012100077421742062;0.0017875128920852338;0.01657635608097728;0.018436272050221865
mag_x_mean;0.4185113360785371;0.3494298761831329;0.4228321141969531;0.45268662090062683;0.06546877093930298;0.11388634948438404;0.12113334332250422;0.13099158750164028;0.019607118997497484;0.018489364290699594;0.001127504618480328;0.006485776478630308
acc_x_std;0.4132858119892284;0.4178710800227745;0.48070025264831395;0.5272204375678033;0.3101244114194948;0.3477013236980042;0.2636670927626479;0.3445421109999716;0.011006699324571299;0.0031256768337907725;0.001337999623576589;0.0010586108148968644
mag_z_mean;0.4053916422214865;0.34548219280440806;0.41256817956637404;0.4165718700248082;0.2541416366236975;0.26896666354294957;0.24287453507404894;0.30771597225969144;0.01894201721888479;0.039670599755723304;0.00029516968397068247;2.148523639522622e-05
acc_x_aad;0.3990231504408088;0.415617225814056;0.4697900876425598;0.5129671109606262;0.3159447973605901;0.35937633603588204;0.2837366362930431;0.37354547590695686;0.004104326899344995;0.002603520158727595;0.0008925658255554985;0.0015980396619659561
acc_z_second_peak_index;0.3908502366646269;0.14141213240123873;0.18595447362116424;0.17827164973459508;0.35902321535181386;0.014167698242736917;0.10147414397583537;0.021958389152824307;0.0;0.0;0.0;0.0
baro_std;0.3746067506737969;0.4434838013359612;0.5221047434133181;0.5962229986001564;0.024562185386471154;0.0044106515808365;0.005781457120162954;0.003660655382933613;0.0016768435345603972;0.0026951026452423656;0.005841909225880575;0.000739191358763627
mag_arc;0.3654312083177369;0.22479329892545818;0.29629892068551467;0.2979464923082471;0.4187438184017557;0.11538503082481548;0.08230171259980924;0.1752128398524435;0.0012639619834934205;0.0022791067947301293;0.00040199562644810155;0.001965840408985346
baro_aad;0.3500846346142219;0.4244681942562225;0.5177526097849574;0.5980853469969292;0.023920696629353574;0.004103020013062565;0.008095473813263556;0.003135017260878751;0.0030743987844496306;0.00046469540057736896;0.001034236384669551;0.007642239614303736
baro_sma;0.3477767290898246;0.4257051141624537;0.49646293188131074;0.597347400582837;0.020882852568449604;0.004103021583316885;0.0014251445706180482;0.003135025875797788;0.06629238944779085;0.20155672688054868;0.20358855339495166;0.23675518207328772
acc_y_second_peak_value;0.3260156455546941;0.06490838284070133;0.1535635416942287;0.1732623619755933;0.42658920056566757;0.10617530850011409;0.1859471521786134;0.21814942248791;0.0;0.000990188140393538;0.0;0.0014323553422706736
mag_x_std;0.31509336257521525;0.3097846620537559;0.36092683501103195;0.39460853830643483;0.2755896009373835;0.22875042307185117;0.2754549819827;0.27339349605271446;0.11313747014575427;0.0675957444990486;0.10645526425423345;1.6143767902523972e-05
mag_x_aad;0.3110416383881516;0.30889451275809776;0.3584468356144628;0.39251620007257815;0.2799246788947295;0.2329486827072732;0.28318152680032677;0.27984296068607567;0.002998716988365779;0.0009455673166117018;0.005485186741899774;0.0
acc_z_second_peak_value;0.29965168681029386;0.05420966907884717;0.17035794063734366;0.14237370696109952;0.4501762057579104;0.080667430545609;0.1570545092525537;0.07354347774315947;0.0;4.679963350287847e-05;0.00036802083907954894;0.007726445682842291
mag_y_std;0.2991219133294387;0.30202496764294695;0.35670369785087974;0.38151707652807954;0.16764925378724962;0.1493949494953085;0.2127338184358392;0.18599744132300183;0.05467071823415852;0.019189986951130306;0.004244048701273973;0.0033255998389838727
gyr_y_std;0.2981180150123417;0.1633325106431256;0.224683278949668;0.20788437494009493;0.3514906004626997;0.17895971956586296;0.2534295567178979;0.2251428602118731;0.002596333313540235;0.0005552803280269396;0.0;0.0016453051557797917
gyr_x_std;0.29282491963333657;0.17326584123086253;0.2340660827527148;0.2327140834366621;0.3812087844253906;0.11359568575233475;0.22415414943487427;0.18774197978005358;0.00257312154623205;0.004641543550842051;0.00015928132108598362;0.0016039870087512637
mag_y_aad;0.2920332354964086;0.303720055792561;0.3512180825472262;0.38087143322482664;0.17709045252907843;0.1567968383769507;0.21727241228189076;0.1868264665360245;0.002391523803931201;0.027484631945495067;0.019650924508956284;0.0015827758027389092
gyr_y_sma;0.29136822245832006;0.17025441362735538;0.24678695938047213;0.27460047464795023;0.3077041852848017;0.04773550304580606;0.058958133023062895;0.05513712587550514;0.0006500866096289992;0.0;0.00931189796387644;0.0
acc_x_second_peak_index;0.2894873161253355;0.0808911208605334;0.1851215645967481;0.13707588054518505;0.380439487986932;0.00033802955140091966;0.11462521121007761;0.010102849881686896;0.0;0.0006616213326292628;0.0;0.0
gyr_z_second_peak_index;0.2782588905042416;0.09484005668632056;0.08619891342036023;0.11262965479284848;0.34792054529984867;0.028436180679584627;0.07645660801717724;0.0380284575896014;0.0;0.0;0.0;0.0
gyr_x_sma;0.2741833091262582;0.1339186689458156;0.17926502027986313;0.19811277072912814;0.41848021342810043;0.04934012955430834;0.1751143075706623;0.1756524080594112;0.0006964377859522093;0.0004520583003100656;3.3794705093788486e-05;0.005730740730136529
gyr_x_second_peak_index;0.27400609671671905;0.07896152319342908;0.10455199715591679;0.10853687907658127;0.3524785964253547;0.01213066941031706;0.04199211480759435;0.00600578906729834;0.0;0.0;0.0;0.0
fag_y_sma;0.27397840648142235;0.3037182125493554;0.3455958949975635;0.379450553775583;0.07317167030192696;0.15679671663794512;0.19490254458772568;0.18682652507498076;0.0015591861887935803;0.0016213879117377638;0.0003272173190181109;0.0009391140487779177
acc_x_first_peak_index;0.2713407629552269;0.07981633922686715;0.05738882500950471;0.07156722056296205;0.1696481870896477;0.13188101875226146;0.0005987751071862025;0.0678042885894649;0.0;0.0008545718670942253;0.0;0.0
acc_y_second_peak_index;0.2700000897398258;0.04269179297552128;0.14677044785714521;0.06201276383432264;0.3813781833908757;0.0013479760784993915;0.1291622873578696;0.009497590143673875;0.0;0.0;3.573507093649405e-05;4.8409040586887106e-05
mag_z_sma;0.2698748765730996;0.26913840763181085;0.3068166623551578;0.33153816900140853;0.12357536290868977;0.061683721374753746;0.04311307936240384;0.07686692942252289;0.00045435548175665273;0.0018243017241500316;0.0;0.025471428858990404
acc_x_second_peak_value;0.2697254596222409;0.054820404846059656;0.18799907111391967;0.12588951152775918;0.3987860612935955;0.05605879801798858;0.17245522905324573;0.03614493399166462;0.0;0.0;0.0;0.0
mag_z_std;0.26901428319322607;0.2725064483243056;0.32301370371283067;0.33823650903756697;0.037859840428414754;0.05717373300701923;0.04352743518089344;0.07464269863602341;0.00798889608603469;0.004670609013590084;0.0007709665636045729;0.002093358427300525
mag_x_sma;0.26665193563607037;0.30884332510773005;0.35558793915011755;0.39191170611617165;0.20813437945818428;0.23294859963968342;0.2659664492179269;0.27984285711960755;0.0002370726783009538;0.000982857293411278;3.816412150995509e-05;0.11741763775038162
gyr_z_sma;0.26537208217248365;0.13648004867147812;0.20713441600656735;0.2367919807109824;0.5215779560138738;0.33051691049522114;0.4078713268312233;0.40681779861989664;0.00018693635144983217;0.0005159114451062054;0.001439300637201725;0.0011306124302557182
mag_z_aad;0.2639143020791548;0.2675742665790408;0.3100427156976875;0.3325253505983028;0.043121773730909745;0.06168365311081944;0.04842844608753789;0.07686692007878196;0.0021817307198194517;0.0010849905458440146;0.02136365826676632;0.0005703106637133087
acc_z_first_peak_index;0.2587018619446284;0.12658313538464006;0.09856987644514525;0.10267196387909072;0.11757047828539134;0.08432988240690194;0.04111686885602205;0.05506086712968925;0.0;0.0;0.0;0.0
gyr_y_second_peak_index;0.25616703878342495;0.08249466478750378;0.14768705784482083;0.1391173706269817;0.37319042886076487;0.030557232568256192;0.055273411077682424;0.03310164775786102;0.0;0.00020287517972163057;0.0;0.0
acc_y_first_peak_index;0.24166699493942767;0.10335130671283288;0.07085935173160562;0.07834304861804808;0.29408488040958;0.0804720344723586;0.015022365651936577;0.052699904393287034;0.0;0.0;0.0;0.0
gyr_z_std;0.22553988663076385;0.08516064025961301;0.13200190788861121;0.12514209246429653;0.3133310073354811;0.05064606428867235;0.1478369051967171;0.07580915046217587;0.002587767272985231;0.0033259163089633696;0.0023701662033452716;0.0011410428426790323
gyr_arc;0.22104785414422912;0.1829524967849152;0.3168392711789836;0.33827427491488216;0.20966074949095098;0.29426887919045525;0.25514443578508855;0.39666958128006335;0.040283656328754365;0.009626984590091491;0.0001226203414487541;0.0016560731989408168
mag_x_first_peak_index;0.21472788281460264;0.04896364481329929;0.0686254528411574;0.07234891677295696;0.4119350364489832;0.10337352566537948;0.15857175432629353;0.14738502273859988;0.00034145341466074717;0.0014178181544713508;3.5501508381353566e-05;0.0
gyr_x_mean;0.2096297041634405;0.20064119564117444;0.2338030032253431;0.2643718153724377;0.08791386624506502;0.1501466997683523;0.17753335101176415;0.19336755735513206;0.004143669239719879;0.0016378806644691615;0.0017103317185198264;0.002785272045541683
gyr_y_mean;0.20758358901958385;0.17926110700530185;0.2121897571920357;0.230512797493029;0.0917709053492814;0.16361385829832345;0.17344973746465495;0.20663102785265877;0.003243664042290522;0.001459439955009319;0.0009678016375545259;0.00039587168689134676
gyr_y_aad;0.1970296288403488;0.1696156778834772;0.26305130629702633;0.2749690115827059;0.2843928757512823;0.04773516336936337;0.027785278394174783;0.05513689954476595;0.0005750107340675823;0.004295887456556669;0.008775268467330836;0.002960099039319165
mag_z_first_peak_index;0.19079091732451703;0.03892055588916943;0.06155980038634645;0.057137048302254634;0.3136947955759253;0.045950546732563866;0.06590348403864815;0.059685058707765595;0.0;2.9270359013363843e-05;0.0;0.0
gyr_y_first_peak_index;0.1876905757931997;0.11420539668130347;0.18760008117550964;0.17912445985842895;0.1673073798230808;0.05361558660210354;0.10083641596458091;0.08483782762227099;0.0;1.4112494524300426e-05;0.000179475475432992;4.2988684647450945e-05
mag_z_second_peak_index;0.18541868736663902;0.012981441081315825;0.05144006545871793;0.027591924737906837;0.43159255356658577;0.04528295596508796;0.10835998591943051;0.0029375969589580447;0.017701009978990018;0.0;0.0;0.0
mag_y_second_peak_index;0.18494039221052772;0.01308155928183874;0.045448190468371674;0.02026028453118567;0.41710219875633237;0.03141805668729055;0.11160888146002332;0.02842493050209128;0.0;0.0;0.0;0.0
mag_x_second_peak_index;0.18396919217725438;0.0114817120185422;0.043135422997640394;0.030542684898968275;0.43175609891565586;0.047334965087561555;0.10760459133021553;0.017946143734240583;0.0;0.00020208037147177534;0.0;0.0
baro_second_peak_index;0.1827762222425302;0.0090625173491099;0.043861116481025864;0.00659339262742753;0.44270837877971225;;0.13461134911394856;;0.00020505957214602498;0.0;0.0;0.0
baro_mean;0.18217366518705136;0.007104720241543294;0.04321638154819185;0.002533694703141798;0.43980181372000576;0.0040659540447564564;0.14285300237080928;0.0027526853439242957;9.797187792758362e-05;0.0;0.0;0.0
baro_first_peak_index;0.1788258495734163;0.006930406213668583;0.0447337020412939;0.007585029861342463;0.4096611101537963;0.003706871349768815;0.13449064960384519;0.0005093734891245752;0.0;0.0;0.0;0.0
mag_y_first_peak_index;0.17856763818457733;0.03767365858845073;0.04761807147531405;0.05915991984123803;0.37405622697680824;0.08474207896539172;0.12999907134348;0.0965317621609717;0.0;0.0;0.0;0.0
gyr_x_first_peak_index;0.17535455363592556;0.1227741982589321;0.2068600827309246;0.21473787988292692;0.17302257178746683;0.03948172547927599;0.06327381005261973;0.05655464066322947;5.4920392485098244e-05;2.2579991238880682e-05;9.98479923225569e-06;0.0
gyr_z_aad;0.1721740726014489;0.13776840645946997;0.21588356362188987;0.23648703430599394;0.10725672677382209;0.33051679126776035;0.2750702472967502;0.40681772797653476;0.0009194804338272093;0.0;0.0016762185750304355;0.0
baro_second_peak_value;0.16626912079556266;0.008892814316820097;0.02918779506438174;0.004068868659890423;0.37137361734154783;0.004322250766182565;0.09715713453985433;;0.0;0.0;0.0;0.0
gyr_z_first_peak_index;0.16313331481192472;0.08984004531176693;0.1431648105762111;0.1348816672972375;0.135222621021045;0.01553949064984857;0.08166145631668473;0.06469933074852637;0.0004475438671561564;0.0;0.0;0.0
gyr_x_aad;0.15976960066557222;0.13302746577270685;0.20065017188293277;0.19910083093280617;0.27115708098171015;0.04934081099270348;0.04641710403949056;0.17565276765678367;0.0007662990952159251;0.0006274357214933104;0.0004300116993177076;0.006583679034377707
acc_y_first_peak_value;0.15964246515492597;0.03825082357672205;0.11008908313622756;0.03504894746510878;0.209281731115347;0.12645123259331623;0.06159942201842284;0.009783854257710962;0.00013893304522184872;0.0;0.0;0.0
acc_z_skew;0.1508209362121531;0.12651940140170836;0.17303906426522175;0.20374796409196705;0.2189228408455034;0.06741834955147519;0.06517981550249867;0.0706222864626746;0.0024746659877531757;0.005075004679984495;0.0023935396525957865;0.0
acc_y_skew;0.1396274352160991;0.19003082076457156;0.2353706002905782;0.27147711122465257;0.04074316856982849;0.006660312293738314;0.023233568903367335;0.01885352560051203;0.009000611051732759;0.031215230716354153;0.009155534163979512;0.0010529528748218487
acc_y_kurt;0.13941197573239617;0.14666614460617255;0.20384931350188307;0.22464977806406194;0.13367959158888024;0.09840853749848316;0.11477402553684432;0.1363161480804822;0.005445170791681563;0.013126326049993446;0.016803422986660665;0.007536523416130164
mag_x_second_peak_value;0.13664030352396495;0.07367758968939686;0.11993029780662123;0.11543353552385582;0.2016356062899496;0.07545148407588372;0.08788767457082078;0.08577978124180413;0.0009478477573741469;0.00016782425920789694;5.530042651710844e-05;0.00018000042497085027
mag_y_second_peak_value;0.1340733711218829;0.0445556266094731;0.08989901257728405;0.08968160969432803;0.2574339031941273;0.05143803721752954;0.08723880134477927;0.056201006756136804;0.0005459934745134091;0.002974875375543576;0.0;0.0003661149567253822
gyr_z_mean;0.13038591996920346;0.1096285113942308;0.13550043983123405;0.1629619398760367;0.004436701485499016;0.013778103377262929;0.04851689905225276;0.04757152367989195;0.0011823972706859213;0.0014315304085046891;0.0008189522766115163;0.0008142473623073847
gyr_y_second_peak_value;0.12915306629920753;0.05327246506161254;0.11125821536800817;0.09385309189515034;0.3213058051754402;0.062422213752503224;0.15736100479139908;0.03458401715477813;1.2448622296622264e-05;0.0003880935994182617;0.0;0.0
mag_z_second_peak_value;0.12678187593929957;0.044269343490729085;0.08989462184403108;0.084512370413933;0.28284334581328985;0.05414468279029012;0.0393629478648536;0.03600410498385418;0.0;0.0;0.0002666732130385642;0.0
acc_z_kurt;0.12574448939211624;0.10247187389758805;0.15177868729019162;0.18298791827214522;0.15311910774732448;0.02814412457622178;0.007114721963555954;0.006021568516242126;0.0020386958823812537;0.008662281362477849;5.465284890067569e-05;0.006079884236480687
baro_kurt;0.11811519413321303;0.12763721292800279;0.20263100758101293;0.2250314811438372;0.09542549973345751;0.02898017935093815;0.02397299366683434;0.018027618424597637;0.021229530581623704;0.03661240099852584;0.06911160742613252;0.046686504108991334
gyr_z_skew;0.10078035644038685;0.13488207805554264;0.22273987762887248;0.25883156455980627;0.06560684852662466;0.05118324135049899;0.0298279385878094;0.028686257574189255;0.004705897310790076;0.006624308433561071;0.005005063919397067;0.0036524863546670903
gyr_x_second_peak_value;0.09630295858110705;0.03595751587660123;0.08201877013306547;0.07233101752936522;0.3177197381424567;0.021730692630460183;0.15875003122048242;0.008720362444025187;0.0;0.0;5.864147797121282e-05;0.0
baro_first_peak_value;0.09311507918613193;0.006734889765374508;0.046231615411315374;0.007145626702615537;0.32861644164402937;0.0035095506024772926;0.19814352419435532;0.00044868669235332935;0.0;0.0;3.1951357543218204e-05;0.0
gyr_x_skew;0.08457536078274996;0.09871511079519824;0.16431823671859336;0.20274471465810961;0.13831006672952842;0.10952126125340601;0.1034036638348073;0.08833897866819336;0.0044602127769073335;0.0018858286628686493;4.1936156775473896e-05;0.0
acc_x_first_peak_value;0.08414908189016801;0.017259201760394305;0.13375935492414115;0.060674519138765426;0.25127894790607835;0.05306564802645685;0.20489139143509824;0.11803069328634105;0.00026100116561857464;0.00041022361072221453;0.0;2.883787851545259e-05
gyr_z_second_peak_value;0.08256924260038856;0.018693710115847306;0.10321977269769844;0.046043653168635235;0.3142587938354581;0.04798208786058125;0.1576562244826797;0.04256210013301652;1.8672933444933403e-05;7.163932963339658e-05;4.9336655029969295e-05;0.0
mag_y_first_peak_value;0.08233755877161109;0.04886919855243743;0.07119887916862444;0.06481522961342234;0.21149945368988002;0.15675513518338363;0.017671872461379606;0.13822672559344332;0.0;0.0006285679963993434;0.0008840804693665323;0.0
mag_z_first_peak_value;0.08051270082815254;0.05136295615265363;0.07434458400769506;0.05626668853986461;0.20761364679611402;0.08713373795454804;0.039415689930476415;0.0876490170682703;0.0;0.00012842577544755495;0.0;0.0
gyr_z_kurt;0.08004087950808003;0.1359661577306106;0.22769001290976432;0.2789340697699614;0.14778846541777596;0.2050883068914262;0.22997890504007384;0.24977815314820548;0.0001557467653467624;0.0004035013255659462;0.0034473011430529066;0.0007533954281455097
gyr_y_kurt;0.07727814638611141;0.10285874289706287;0.1916709951489577;0.22522678213506664;0.025979470547660564;0.08904584638455675;0.13262332003216987;0.14555316734890017;0.00111564455528718;0.0028995951420938463;0.0006593567383696013;0.0021156806083144917
acc_x_skew;0.0758801445000552;0.08437718969303498;0.11359688551648972;0.14088121356327088;0.09605914013810626;0.007643519843852781;0.016238871534646714;0.027350395625362345;0.0031520514080066392;0.0010390141978747173;0.0;0.000345557012021316
baro_skew;0.07529339021870385;0.06482515911355291;0.1003539911978173;0.10330020112789695;0.16294693734742197;0.05318555884794379;0.04611587269641881;0.04073845794167651;0.0004913061928366776;0.0023749005955131103;0.0033898667174157137;0.012552796731956872
acc_x_kurt;0.07332449694431764;0.09288647591852506;0.15690547161653257;0.194577281544563;0.03777510350837988;0.1109260939619591;0.14913900816976114;0.18000231528112828;0.0026478926542319934;0.0015808562417666564;0.0015748174679666635;0.0008578183938554204
gyr_y_skew;0.06854903779037169;0.09541049576181404;0.1540600998198749;0.18612203523248239;0.03748091985912274;0.03777026794643431;0.022638415111071945;0.0302107233087363;0.003772118195226528;0.0057833489632981615;0.0;0.0012224068715941995
mag_x_first_peak_value;0.06656753945021299;0.07499518996124044;0.10653779218498727;0.11441412285911134;0.19468682410269725;0.19166818521099652;0.056482581081878855;0.15659116008050838;5.040698788991332e-05;0.0;0.0;0.0
gyr_x_kurt;0.0639927250456287;0.08710488076572931;0.16424597691282905;0.20531135940990808;0.07635202451971841;0.08277509944526724;0.12908680541129144;0.15178916100155826;0.0022624758042913873;0.001754599733498332;0.0027003125743256117;0.0001984502200700508
gyr_x_first_peak_value;0.06264709049152728;0.05005729157156846;0.05053039263641734;0.06161867369615459;0.14165519434376875;0.2136404446164619;0.17804698444592465;0.2576785322753464;3.086396178355965e-05;4.641442643547697e-05;1.7750754190676783e-05;0.0
acc_z_first_peak_value;0.05194745951438717;0.01805581768334319;0.12472709089296208;0.12420231501413781;0.12424377960563622;0.05444243519278387;0.0890163555790892;0.15167413518922573;0.0;0.0;0.00019651208894526346;0.00038990830716486007
mag_x_kurt;0.05076250262039217;0.06603880110690019;0.08935810905466068;0.10406060718269439;0.048451494932998204;0.0561607470944231;0.08660067769650927;0.08423615651418084;0.0017358097328399628;0.010540421095877255;0.009019135380346458;0.03131061944283732
mag_y_kurt;0.046557146968956076;0.056199754822713555;0.07508740324207963;0.09258565229516291;0.09710181815950275;0.06974320638882965;0.06457440260413128;0.05193457547377177;0.0016047190919810305;0.0006809445620809506;9.860918348480804e-05;0.0
gyr_y_first_peak_value;0.04302051103414328;0.05261321156197463;0.09615716731405133;0.07845423210983915;0.1378205354782841;0.2122035902182281;0.10246640534724777;0.2204657342072933;0.0;0.0;0.0;0.0003140152597892856
mag_z_kurt;0.03816722421364371;0.051666686565783326;0.07619910501871097;0.07843790113078919;0.032599890684417605;0.03974426354133735;0.052360813453809496;0.04885345487440171;0.0009087131522985306;0.00026925261951943514;0.0007749696614560785;0.00025406920380341034
gyr_z_first_peak_value;0.03654448192962079;0.06778300430139161;0.05124564772946183;0.07517647399171379;0.06402358172655073;0.17002850347803664;0.1741596923834543;0.2179522544897206;4.059333357594217e-05;0.0;0.0;0.0
mag_x_skew;0.03181975074616883;0.03794311536595485;0.06017891098358996;0.07187005671913749;0.014029658881195456;0.06735462728924894;0.090771952836076;0.09465969853654695;0.0004549888778391006;0.0017536015082945144;0.00868502505655209;9.61524083172512e-05
mag_z_skew;0.020129917202853953;0.022709520867479682;0.033643113080361164;0.04048190460420731;0.013164519158639025;0.015543903995964446;0.019619524475563196;0.021114980527994577;0.00019317014159777145;0.0037693482431076547;0.001538578330807206;0.002772206194045674
mag_y_skew;0.015655678453164512;0.023529797067515457;0.049183524087348385;0.05519415762308899;0.044386523865899134;0.01892224377657403;0.033552708223966755;0.04347920104408043;0.0009627857245309456;0.002946339959537478;0.004537500910791789;0.0036224998634419234
